Date	Duration	InformedConsent_Sens	Age	PostalCode	Provincie	Gender	Gender_3_TEXT	Education	Corona_Vaccinated	Satis_Income	LeftRight	Polinterest	Vote2019_Fed	ElecUtil_CDV	ElecUtil_GROEN	ElecUtil_NVA	ElecUtil_OPENVLD	ElecUtil_PVDA	ElecUtil_VOORUIT	ElecUtil_VB	VoteChoiceNow	SwitchMotive	PolicyEval_FEDERAL	PolicyEval_FLEMISH	PolicyEval_EU	PolicyEval_LOCAL	MIP_Open	MIP_Open_rc1	MIP_Open_rc2	MIP_Open_rc3	MIP_Closed_1	MIP_Closed_2	EconRegul_Self	EconRegul_Party_CDV	EconRegul_Party_GROEN	EconRegul_Party_NVA	EconRegul_Party_OPENVLD	EconRegul_Party_PVDA	EconRegul_Party_VOORUIT	EconRegul_Party_VB	Immi_Self	Immi_Party_CDV	Immi_Party_GROEN	Immi_Party_NVA	Immi_Party_OPENVLD	Immi_Party_PVDA	Immi_Party_VOORUIT	Immi_Party_VB	EnviEcon_Self	EnviEcon_Party_CDV	EnviEcon_Party_GROEN	EnviEcon_Party_NVA	EnviEcon_Party_OPENVLD	EnviEcon_Party_PVDA	EnviEcon_Party_VOORUIT	EnviEcon_Party_VB	FreedomSpeech_Self	StateReform_Self	Eval_Gov_1	Eval_Gov_2	IO_HealthCare	IO_HealthCare_T_Page_Submit	IO_Migration	IO_Migration_T_Page_Submit	IO_Climate	IO_Climate_T_Page_Submit	IO_Economy	IO_Economy_T_Page_Submit	IO_Employment	IO_Employment_T_Page_Submit	IO_Pensions	IO_Pension_T_Page_Submit	IO_SocialSecurity	IO_SocialSecurity_T_Page_Submit	IO_Mobility	IO_Mobility_T_Page_Submit	IO_StateReform	IO_StateReform_T_Page_Submit	Econ_LR_1	Econ_LR_2	Econ_LR_3	Econ_LR_4	Econ_LR_5	Econ_LR_6	Econ_LR_7	Econ_LR_8	Econ_LR_9	Econ_LR_10	Econ_LR_11	Econ_LR_12	Econ_LR_13	Econ_LR_14	Econ_LR_15	Cult_LR_1	Cult_LR_2	Cult_LR_3	Cult_LR_4	Cult_LR_5	Cult_LR_6	Cult_LR_7	Cult_LR_8	Cult_LR_9	Cult_LR_10	Cult_LR_11	Cult_LR_12	Cult_LR_13	Cult_LR_14	Cult_LR_15	SatisDem	Pol_represented	Pol_represented_rc	NoticedMedia	NoticedMedia_13_TEXT	Noticed_PosNeg	Noticed_Politician	Corona_measures_1	Corona_measures_2	Corona_measures_3	Corona_measures_4	Corona_measures_5	Corona_measures_6	Corona_measures_7	Corona_measures_8	Corona_measures_9	LockdownCause_1	LockdownCause_2	LockdownCause_3	LockdownCause_4	LockdownCause_5	Corona_Gov_FEDERAL	Corona_Gov_FLEMISH	Corona_Gov_EUROPE	Corona_Comparative	Corona_Minister_1	Corona_Minister_2	Corona_Minister_3	Corona_Minister_4	Corona_Minister_5	Corona_Minister_6	Corona_Minister_7	Corona_VacStrat_1	Corona_VacStrat_2	Corona_VacStrat_3	Corona_VacStrat_4	Corona_VacStrat_5	Corona_EconStrat_1	Corona_EconStrat_2	Corona_EconStrat_3	Disinfo_1	Disinfo_2	Disinfo_3	Disinfo_4	Disinfo_5	Disinfo_6	Disinfo_7	Disinfo_8	Disinfo_9	Disinfo_10	Disinfo_11	AP_Child_1	AP_Child_2	AP_Child_3	AP_Child_4	AP_Child_5	AP_Child_6	AP_Child_7	AP_Child_8	AP_Child_9	AP_LR_1	AP_LR_2	AP_LR_3	AP_LR_4	AP_LR_5	AP_LR_6	AP_LR_7	w_agesexedu	w_agesexeduvote19
7-Apr-2021 03:56:35	1296	1	68	2100	1	1	""	3	3	8	8	8	3	0	0	9	0	2	0	5	3	""	0	6	0	8	"beperking vrijheden zonder wettelijke basis"	"Gezondheidszorg - Corona"	""	""	14	15	3	7	10	4	5	10	9	8	7	6	0	7	6	0	2	10	10	4	0	9	7	5	4	8	9	1	0	6	10	20.732	7	16.525	2	8.378	3	6.827	3	9.266999999999999	10	17.763	10	5.914	10	17.116	3	22.706	2	3	3	2	3	2	2	3	3	4	4	2	1	2	3	2	1	1	3	3	2	2	3	4	1	4	3	3	4	1	1	"Bart De Wever"	"N-VA - Bart De Wever"	4	""	3	"Somers"	1	2	1	1	4	1	1	1	1	10	1	4	8	8	1	2	1	2	1	1	1	4	4	1	2	4	4	2	4	4	1	3	4	2	1	2	3	1	1	2	4	4	5	4	8	8	4	0	9	1	1	0	7	5	1	7	6	0	3	4	.75234878	.65789652
3-Apr-2021 05:09:35	1270	1	63	8400	5	2	""	3	3	7	0	0	7	0	0	0	0	0	0	10	7	""	0	0	0	10	"dat ze juist alles beslissen in hun eigen voordeel"	"PolVer - Eigenbelang"	""	""	1	12	5	0	0	0	0	0	0	10	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0	10	9	9	4	4	4	20.885	9	11.133	9	5.152	9	9.362	9	10.407	9	6.654	9	6.899	9	6.269	9	6.018	1	4	2	4	4	4	4	4	1	4	4	4	4	4	4	4	1	1	4	4	1	1	4	4	1	4	4	4	1	4	3	"geen enkele"	"9997 - Geen enkele"	14	""		""	4	1	4	4	4	4	4	1	4	10	10	10	10	10	3	3	3	4	2	2	2	2	2	2	2	4	4	4	4	4	1	4	2	5	1	1	1	1	1	1	5	1	3	1	10	0	0	0	0	0	0	0	10	5	5	5	5	5	5	5	.78025675	.56412989
6-Apr-2021 05:56:59	1025	1	63	3650	2	1	""	2	3	6	5	5	6	5	5	5	5	5	5	5	6	""	5	5	5	5	"corona"	"Gezondheidszorg - Corona"	""	""	6	12	6	6	6	6	6	6	6	6	7	6	6	6	6	6	7	8	8	7	7	7	7	7	7	7	4	8	7	7	10	16.695	7	9.805999999999999	2	6.43	10	10.544	1	10.193	9	10.477	10	6.76	1	12.525	9	7.814	2	2	2	4	3	3	4	3	2	4	3	3	3	3	3	2	2	3	3	3	2	2	3	3	2	2	3	3	3	3	4	"de croo"	"Open Vld - Alexander De Croo"	6	""	2	"van den broeke"	3	2	4	3	3	2	3	3	3	6	9	7	4	9	4	4	4	4	4	4	3	3	3	3	3	3	2	3	3	4	3	3	3	4	3	3	3	3	3	3	3	3	4	3	8	7	7	7	7	7	7	7	7	5	5	5	5	5	5	5	1.3136085	1.1381288
3-Apr-2021 08:11:26	336	1	19	9060	3	2	""	3	3	8	0	6	2	5	8	6	6	7	8	0	2	""	6	6	7	7	"weet het niet precies"	"9999 - Geen"	""	""	2	7	7	8	7	7	9	8	7	3	0	5	7	6	7	7	9	0	1	8	6	7	7	6	6	4	9	6	5	5	2	2.106	5	2.155	2	1.495	3	2.484	1	2.148	6	2.742	5	2.735	4	1.702	9	2.979	4	4	2	4	4	1	4	2	3	3	3	3	1	2	3	2	1	3	1	2	3	3	3	2	3	2	4	3	4	1	4	"weet het niet"	"9999 - Geen antwoord"	2	""	1	"niet perse"	4	3	3	2	3	3	3	1	2	7	7	7	7	8	3	4	4	3	2	3	3	4	5	3	4	4	3	3	4	3	4	3	3	4	3	3	1	4	5	4	4	1	4	3	8	8	6	3	9	9	7	10	10	8	8	7	6	6	9	9	.99674827	1.2533753
9-Apr-2021 11:14:33	1872	1	28	9100	3	2	""	3	3	5	8	7	7	0	6	4	0	7	0	10	7	""	0	0	0	7	"De manier waarop aan politiek wordt gedaan. Politiekers moeten vertegenwoordigers van het volk zijn, deze regering is dit zeker niet.  De corona crisis zelf vind ik geen probleem, het is hoe deze aangepakt wordt."	"PolVer - Partijen en Politici"	"PolVer - Representatie"	""	2	14	4	6	6	6	6	6	6	6	0	0	0	0	0	0	0	0	0	6	0	6	5	10	6	5	4	0	2	2	9	18.315	7	8.086	2	3.756	5	4.978	5	3.356	5	4.38	7	14.505	9	10.587	7	5.244	3	2	1	2	2	2	2	2	4	2	3	2	2	3	3	2	2	2	2	3	3	2	3	2	1	2	2	2	3	2	1	"Tom Van Grieken"	"VB - Tom Van Grieken"	14	""		""	2	2	2	1	1	1	2	2	2	2	2	7	2	7	2	2	2	3	2	3	3	4	3	3	3	3	3	2	1	1	2	2	3	5	4	4	5	2	2	2	4	3	2	3	8	4	5	6	6	0	6	4	10	1	1	4	0	5	1	7	.99674827	.84416294
5-Apr-2021 08:27:49	1400	1	58	9900	3	2	""	3	3	8	5	1	9	2	2	2	2	2	5	0	6	""	6	6	5	5	"Door corona dat ze soms stuurloos (pedalen kwijt zijn) overkomen en als ze sturen, verkeerd sturen"	"Gezondheidszorg - Corona"	"PolVer - Partijen en Politici"	""	5	12	8	7	4	5	4	4	9	5	6	4	4	4	4	4	4	10	5	5	5	5	5	5	5	5	1	8	8	7	10	44.494	10	23.217	2	10.552	10	35.678	10	21.455	6	5.605	10	9.816000000000001	10	15.905	10	13.811	3	4	1	4	3	4	4	4	1	4	4	1	4	3	4	1	1	4	4	3	2	2	3	4	1	3	4	2	2	3	4	"Connor Rousseau"	"VOORUIT - Conner Rousseau"	3	""	1	"bart de wever"	3	3	4	1	4	2	4	4	2	3	10	10	8	5	3	3	2	4	5	2	5	2	3	3	3	4	2	4	4	4	2	3	3	1	1	1	2	1	1	1	5	2	5	5	9	9	9	9	9	9	9	9	5	5	5	5	5	5	5	5	.86189198	1.0306376
2-Apr-2021 12:36:26	532	1	24	8570	5	2	""	1	3	10	10	10	12	6	6	6	6	6	6	6	12	""	8	7	8	7	"geen idee"	"9999 - Geen"	""	""	16	13	10	8	8	8	7	7	8	8	10	9	8	9	9	9	9	9	10	10	10	10	10	10	10	10	10	10	10	10	10	9.082000000000001	10	3.254	10	2.482	10	9.657	10	5.348	10	3.847	10	5.176	10	4.828	10	3.409	4	3	4	4	3	4	3	3	4	3	3	4	3	3	4	4	4	4	4	4	3	3	4	4	4	4	3	4	3	4	3	"geen idee"	"9999 - Geen antwoord"	14	""		""	4	3	4	3	4	4	3	4	3	10	10	10	10	10	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	5	9	9	9	10	9	10	9	1.6637485	
8-Apr-2021 12:44:40	1894	1	60	1910	4	2	""	3	3	4	9	8	3	0	0	9	0	0	0	9	7	"ik wil veel strengere migratie politiek"	5	6	2	2	"economie"	"Economie"	""	""	8	2	6	5	0	7	7	0	2	7	10	2	0	7	2	0	0	10	3	7	0	6	8	8	6	5	10	0	0	5	6	36.315	7	10.302	9	21.131	3	10.206	3	7.362	6	11.454	5	7.466	3	36.317	3	9.065	2	3	2	3	3	2	2	2	3	3	2	3	4	3	3	3	1	1	4	1	4	3	3	4	3	3	3	1	2	1	2	"bart de wever"	"N-VA - Bart De Wever"	7	""	1	"barbara pas"	2	3	4	2	3	2	2	2	2	7	8	8	7	8	2	3	2	3	2	2	2	3	3	2	3	2	2	2	2	2	2	2	3	2	3	4	3	3	4	3	2	2	3	2	6	6	1	0	5	5	2	2	5	5	0	8	2	0	1	9	.94828331	.88300753
8-Apr-2021 02:30:42	1157	1	63	8400	5	1	""	4	3	8	7	10	3	6	0	9	9	0	0	0	3	""	5	8	5	10	"teveel regeringen"	"PolVer - Staatsstructuur"	""	""	5	1	3	7	10	4	4	10	10	4	6	5	0	6	6	0	0	10	2	5	0	6	6	10	10	5	2	0	8	10	1	19.223	7	17.243	2	4.041	4	4.635	1	7.528	1	6.021	1	6.814	3	8.519	3	3.517	2	4	2	2	4	4	4	2	4	4	4	2	2	4	3	4	1	2	3	1	4	3	2	4	2	2	4	4	3	4	2	"jan janbon"	"N-VA - Jan Jambon"	3	""	1	"jan janbon"	4	2	4	3	4	3	4	2	3	7	7	7	10	5	5	5	2	2	4	5	4	4	5	3	3	3	2	4	4	4	3	2	2	1	1	1	5	1	1	1	3	1	5	2	10	10	10	10	10	10	7	7	0	5	1	7	7	0	0	10	.69998443	.60601234
3-Apr-2021 05:28:42	992	1	62	8210	5	1	""	4	3	4	5	5	2	2	8	0	0	0	8	0	6	"Groen voldoet niet aan haar beloften, te utopisch."	7	7	4	4	"CORONA"	"Gezondheidszorg - Corona"	""	""	6	12	10	6	8	7	5	10	8	7	10	5	4	7	5	5	5	9	5	8	1	5	8	5	5	8	8	10	5	5	1	13.054	3	8.948	2	6.655	4	8.731999999999999	1	7.562	6	14.147	6	8.438000000000001	4	6.939	3	5.067	2	3	3	4	4	3	3	3	2	4	3	2	4	3	3	4	1	4	4	3	4	1	3	1	2	4	2	4	2	3	4	"????"	"9999 - Geen antwoord"	6	""	1	"??????????????"	2	4	4	4	4	3	2	4	3	0	0	10	0	10	2	2	3	3	4	5	3	4	4	2	3	3	2	3	2	2	2	3	2	1	1	1	1	1	1	1	4	1	4	2	10	10	5	5	5	5	5	5	5	5	5	5	5	0	7	0	.69998443	.71922457
2-Apr-2021 23:15:22	685	1	45	2100	1	2	""	5	3	7	5	6	11	6	7	6	7	6	7	6	11	""	6	7	6	7	"ongelijkheid"	"Maatschappelijke evoluties"	""	""	2	7	6	7	6	7	6	7	6	7	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	7	7	7	9	4.344	9	31.473	9	3.095	9	2.414	9	2.168	9	2.407	9	2.22	9	1.886	9	2.327	3	3	2	3	3	3	3	2	2	3	3	3	3	3	3	2	3	3	2	2	3	2	3	3	3	3	3	3	3	3	4	"de croo"	"Open Vld - Alexander De Croo"	4	""	2	"de croo"	2	3	2	3	3	2	3	3	3	7	7	7	7	7	3	3	4	3	4	4	3	2	3	2	3	3	3	3	3	3	2	2	2	4	3	3	3	3	3	3	3	3	4	3	8	7	6	7	7	6	7	6	7	7	6	7	6	7	6	7	.62074792	
7-Apr-2021 04:14:26	1112	1	19	2870	1	1	""	3	3	6	4	6	11	7	7	1	6	7	7	0	6	""	7	5	6	9	"Vlaams Belang"	"PolVer - Partijen en Politici"	""	""	7	8	5	6	8	5	3	5	5	3	3	2	0	7	5	0	3	10	4	6	1	6	5	8	6	9	7	5	9	3	4	19.269	2	3.027	2	2.95	3	9.032	5	5.009	9	6.732	5	4.516	1	4.462	3	5.685	1	2	2	4	2	3	3	4	2	3	4	4	3	3	4	2	2	4	4	1	2	2	3	3	1	3	1	3	2	4	4	"GEEN"	"9997 - Geen enkele"	14	""		""	4	3	4	4	4	4	2	3	3	3	10	8	5	4	4	3	4	3	5	4	3	1	2	2	4	4	2	3	3	3	3	2	2	4	3	1	4	2	1	2	4	2	3	4	10	5	8	8	6	7	8	8	1	5	2	8	6	0	4	10	.80883342	.21152028
4-Apr-2021 14:40:20	981	1	66	8670	5	2	""	2	3	8	5	5	3	4	2	10	4	1	4	1	3	""	3	3	4	7	"geld"	"Economie"	""	""	6	12	5	5	5	5	5	5	5	5	10	6	6	8	6	6	6	10	10	8	6	8	8	4	6	3	0	0	5	6	9	17.717	9	28.006	9	9.404999999999999	4	22.551	1	14.003	9	7.251	9	6.17	9	7.534	3	7.774	2	4	4	3	4	4	4	4	4	4	4	3	3	4	4	4	1	4	4	1	1	3	4	4	1	4	2	4	2	2	3	"geen"	"9997 - Geen enkele"	14	""		""	4	4	4	4	4	4	4	4	4	9	10	6	9	6	1	1	1	1	2	5	2	2	3	2	2	4	3	4	3	4	3	3	3	2	1	3	1	1	1	1	3	2	4	1	10	0	5	3	5	5	3	3	1	5	5	5	5	0	4	0	1.547561	1.5029588
8-Apr-2021 04:09:34	517	1	18	2140	1	2	""	4	3	7	7	5	8	1	1	1	3	2	4	1	8	""	8	7	7	8	"racisme"	"Maatschappelijke evoluties"	""	""	2	10	5	2	1	5	2	4	8	6	4	9	7	6	7	6	2	0	7	8	8	6	3	7	9	0	7	6	6	2	9	4.312	6	6.616	4	6.766	1	3.255	4	6.009	2	2.807	3	2.393	4	2.478	5	2.983	2	2	3	1	4	3	3	3	2	2	3	4	3	4	3	2	4	3	4	3	3	3	3	2	2	2	2	2	2	2	5	"bart de wever"	"N-VA - Bart De Wever"	6	""	1	"niets"	3	3	3	4	1	2	3	2	3	8	7	10	8	7	4	5	5	2	4	3	3	4	5	4	4	1	3	3	1	4	3	2	3	4	5	3	2	1	1	4	2	3	3	2	5	6	8	7	6	4	4	7	1	6	6	8	9	5	4	6	.71787351	1.9960108
1-Apr-2021 06:31:49	1229	1	55	2140	1	1	""	3	3	6	0	7	5	0	1	1	0	10	0	0	5	""	0	0	0	6	"ego en eigenbelang"	"Maatschappelijke evoluties"	""	""	15	2	0	6	7	4	4	5	6	7	5	5	3	5	4	0	3	10	2	7	6	8	8	4	6	10	10	10	2	1	5	14.505	3	11.377	2	3.991	4	4.985	3	3.984	1	3.326	5	22.498	6	6.211	5	4.157	3	3	1	4	4	3	3	2	3	3	3	4	4	4	4	4	2	2	3	2	4	3	3	2	4	4	4	1	3	2	2	"peter mertens"	"PVDA - Peter Mertens"	14	""		""	1	3	2	1	3	1	1	3	1	5	6	5	7	9	1	2	2	2	3	1	3	2	4	2	3	2	2	2	1	2	1	4	4	4	5	4	5	5	1	1	3	5	4	4	5	5	5	7	5	6	10	7	0	5	3	7	6	0	3	10	.69940132	.63694996
5-Apr-2021 03:06:21	922	1	46	9700	3	2	""	2	3	7	5	5	3	5	5	6	6	5	5	5	12	""	7	7	7	7	"corona"	"Gezondheidszorg - Corona"	""	""	4	1	2	5	5	5	5	5	5	5	6	5	5	5	5	5	5	7	5	5	2	5	5	5	5	5	7	5	7	4	10	14.48	10	12.969	2	6.034	3	9.715999999999999	3	3.176	3	4.267	3	3.328	10	3.099	10	3.702	2	3	2	2	3	2	3	2	3	3	2	2	3	3	2	2	2	3	3	2	2	3	3	2	2	2	3	3	2	3	3	"weet ik niet"	"9999 - Geen antwoord"	14	""		""	3	3	3	3	2	2	3	3	2	7	7	7	7	7	3	3	3	3	4	2	3	1	2	3	3	3	2	2	3	2	2	3	2	3	3	2	2	3	2	2	3	2	3	3	8	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1.58917	1.5540017
4-Apr-2021 01:26:13	1073	1	56	3690	2	2	""	2	3	9	5	5	12	7	7	7	7	7	7	0	4	""	7	7	7	5	"covid"	"Gezondheidszorg - Corona"	""	""	6	9	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	5	5	2	5	5	5	5	5	10	0	9	9	4	17.753	1	12.14	2	9.836	4	9.356	1	9.571	9	10.087	4	9.368	1	13.546	1	5.555	2	2	2	2	3	2	3	1	2	4	4	2	2	2	3	2	1	3	3	1	4	2	3	2	1	3	3	4	2	3	3	"alexander de croo"	"Open Vld - Alexander De Croo"	4	""	1	"de croo"	3	4	4	4	4	3	3	4	4	7	10	9	7	7	4	4	4	4	5	1	3	1	4	3	3	4	2	3	3	4	3	2	2	1	2	1	1	1	1	1	3	1	4	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1.6258132	
11-Apr-2021 13:03:11	1010	1	22	8000	5	2	""	3	3	7	0	5	2	8	10	7	8	7	8	3	2	""	8	7	9	9	"economie en milieu"	"Economie"	"Milieu"	""	15	9	1	7	5	9	9	6	7	10	6	4	1	6	4	2	5	8	2	7	5	4	6	7	4	6	10	1	3	4	2	3.294	1	11.392	2	6.761	4	5.501	4	3.765	3	2.908	3	3.454	3	2.355	1	2.73	2	4	3	3	4	3	3	3	1	3	2	3	3	3	2	2	4	4	1	3	3	3	4	1	2	4	3	3	3	4	3	"door niemand"	"9997 - Geen enkele"	14	""		""	2	3	2	3	2	2	3	3	3	6	6	5	6	2	3	4	4	3	3	3	3	3	3	3	3	3	3	4	4	3	2	4	3	3	4	4	3	1	3	1	3	3	4	4	5	5	7	8	6	5	6	4	1	3	0	6	3	3	3	9	.90233988	1.2063059
8-Apr-2021 04:55:45	760	1	59	2180	1	2	""	3	3	7	9	5	7	0	0	0	0	0	0	10	7	""	0	0	0	6	"vriendjespolitiek en corruptie onder de politiekers"	"PolVer - Eigenbelang"	""	""	4	8	0	7	7	7	7	7	7	7	10	2	2	2	2	2	2	10	8	4	5	3	5	3	5	10	5	0	0	0	7	6.472	7	5.883	7	4.279	7	4.869	7	5.599	7	4.878	7	4.438	7	4.441	7	6.225	3	2	2	3	3	3	4	3	2	4	1	3	4	3	2	2	1	3	4	2	3	4	3	3	2	4	4	4	2	4	2	"door geen enkele"	"9997 - Geen enkele"	7	""	1	"tom van grieken"	3	3	3	3	3	1	3	3	3	0	9	9	0	0	1	1	1	2	3	3	3	3	3	3	3	4	4	4	4	4	1	4	4	3	3	3	3	3	3	3	3	3	3	3	10	9	5	5	5	5	5	5	10	0	0	9	0	0	0	10	.70290661	.5138306
3-Apr-2021 04:30:09	1008	1	37	2150	1	1	""	3	3	7	8	5	5	5	7	5	5	7	3	0	5	""	5	5	6	9	"multuculturele samenleving"	"Migratie"	""	""	6	5	6	5	6	4	5	6	5	3	5	6	5	6	5	8	5	10	3	5	1	5	5	5	5	7	6	6	5	5	9	18.383	7	10.566	2	5.48	7	6.937	5	4.845	9	5.889	10	5.678	10	4.369	7	11.54	3	3	2	3	3	3	3	2	3	3	3	2	3	3	3	3	3	3	2	3	3	3	3	2	2	3	3	2	2	4	3	"niemand allemaal een pot nat"	"9997 - Geen enkele"	14	""		""	2	3	3	2	2	2	2	3	3	5	5	5	5	4	3	3	3	3	3	3	3	4	3	3	3	2	3	2	2	2	2	3	3	4	3	3	4	3	4	4	4	4	4	2	5	5	5	5	5	5	5	5	0	5	5	5	5	5	5	0	1.0927951	.99718869
3-Apr-2021 05:29:24	772	1	48	3590	2	2	""	3	3	5	5	9	2	4	9	2	4	2	3	2	2	""	8	6	7	9	"de coronacrisis"	"Gezondheidszorg - Corona"	""	""	13	15	7	7	7	5	7	5	7	5	3	8	9	4	8	3	8	2	5	7	9	5	6	5	6	5	5	9	9	3	2	7.131	2	13.65	2	4.996	6	4.538	2	4.203	6	5.386	6	4.94	2	3.626	9	11.28	2	2	3	4	3	3	3	3	3	4	3	3	4	3	4	3	2	3	2	2	3	3	3	3	2	3	2	4	3	3	4	"verlinden"	"CD&V - Annelies Verlinden"	14	""		""	2	2	2	4	3	4	3	2	2	5	9	7	7	5	4	3	3	4	4	3	4	3	3	3	3	4	3	4	4	4	2	3	3	2	2	3	3	2	2	2	4	2	4	3	8	6	6	7	3	5	3	5	2	5	8	3	5	3	7	3	.8817656	.86342341
4-Apr-2021 14:18:22	998	1	61	8020	5	1	""	4	2	5	5	5	7	4	6	6	5	6	5	9	7	""	0	0	0	5	"alles voor het geld, iedereen"	"Maatschappelijke evoluties"	""	""	1	12	5	5	5	5	5	5	5	5	8	5	5	5	5	5	5	9	8	5	5	5	5	5	5	5	3	5	6	2	9	19.832	9	12.31	10	8.629	10	8.147	9	5.178	10	7.666	10	3.993	9	4.964	9	3.64	1	2	2	3	3	2	3	2	3	4	3	2	1	2	2	2	1	3	4	2	2	2	3	4	1	3	3	2	4	3	2	"geen enkele"	"9997 - Geen enkele"	14	""		""	3	2	3	2	2	3	2	2	2	5	5	5	5	5	2	2	1	3	3	3	2	2	2	3	2	3	4	2	4	4	2	3	3	2	2	1	5	2	1	1	3	1	4	4	10	8	5	5	5	5	5	5	5	5	5	5	5	5	5	5	.69998443	.48440617
4-Apr-2021 03:02:14	1468	1	61	2800	1	1	""	3	3	6	7	8	3	5	0	10	0	0	0	0	3	""	4	7	5	5	"Te trage vaccinatie"	"Gezondheidszorg - Corona"	""	""	4	14	4	7	10	4	5	10	9	7	6	5	0	6	4	0	0	9	5	7	0	6	7	4	4	4	7	0	3	5	10	45.588	7	9.254	3	11.204	3	6.137	3	8.672000000000001	6	7.482	6	8.677	3	16.812	3	4.373	2	2	2	2	3	2	3	3	2	3	3	2	2	2	3	2	1	2	3	3	3	2	3	3	2	2	3	3	3	2	4	"De Wever, Demir, Weyts, Van Peel"	"N-VA - Bart De Wever"	3	""	1	"Ben Weyts"	3	2	3	2	4	2	3	2	2	7	8	7	7	7	2	3	2	2	2	2	1	5	3	2	3	4	2	2	3	4	2	2	2	2	2	1	3	2	2	2	2	2	4	3	7	7	6	4	9	5	1	2	1	5	1	7	4	0	2	10	.69940132	.65469384
3-Apr-2021 05:55:10	2579	1	54	2500	1	1	""	3	3	2	2	5	6	5	0	0	0	5	10	0	6	""	2	2	2	5	"Ontegensprekelijk het Covid virus"	"Gezondheidszorg"	""	""	6	13	10	4	7	0	0	10	10	0	2	5	7	0	5	10	8	0	5	5	10	0	0	10	10	0	5	5	5	2	6	5.829	9	9.26	2	5.869	9	6.853	6	5.343	6	3.207	6	2.945	2	3.897	10	3.992	2	3	1	4	4	1	4	1	1	4	4	4	4	4	4	1	1	1	4	3	4	3	4	4	1	3	4	1	4	1	3	"Conner Rousseau"	"VOORUIT - Conner Rousseau"	14	""		""	2	2	4	4	4	2	4	3	2	5	0	5	7	2	3	3	3	4	1	3	1	1	1	1	1	4	2	1	3	4	3	2	2	3	2	1	2	3	1	1	3	2	5	3	10	10	5	5	2	2	5	10	0	5	3	9	8	0	2	10	.69940132	.6511032
2-Apr-2021 13:34:26	1189	1	28	9270	3	1	""	4	3	7	6	9	4	4	5	5	8	0	3	0	4	""	6	6	6	8	"Coronavirus"	"Gezondheidszorg - Corona"	""	""	4	11	3	5	7	4	2	10	7	3	4	5	5	5	5	4	5	10	5	5	5	5	5	5	5	5	7	5	8	7	6	49.366	10	15.237	2	15.44	4	70.44	4	7.647	6	9.893000000000001	5	7.654	10	9.358000000000001	3	4.789	4	3	1	3	2	3	1	2	2	2	3	2	2	3	2	2	1	3	2	2	3	3	3	2	3	3	2	4	2	3	3	"De Croo"	"Open Vld - Alexander De Croo"	4	""	2	"El Kaouakibi"	3	3	2	2	3	3	3	3	3	6	8	8	6	8	3	3	3	3	5	2	4	3	4	2	3	3	2	3	3	3	3	3	3	3	2	1	3	1	1	3	3	3	5	4	5	5	5	5	5	5	0	5	0	5	2	8	6	0	2	10	.89420342	1.28614
8-Apr-2021 07:59:57	1152	1	41	2460	1	1	""	3	3	9	8	8	3	5	3	10	5	4	7	8	3	""	4	6	4	8	"Te veel regeringen en verantwoordelijkheden die te veel worden verdeeld"	"PolVer - Staatsstructuur"	""	""	1	4	6	5	5	7	5	5	5	5	6	3	3	5	3	9	4	10	7	5	2	7	4	8	5	7	4	0	3	7	9	15.994	7	12.397	2	5.004	3	2.618	3	4.143	9	3.509	3	3.754	9	2.941	3	2.908	2	3	1	2	3	2	3	2	3	2	4	3	3	2	3	2	1	4	4	3	3	3	3	3	2	2	4	1	4	4	3	"Bart De Wever"	"N-VA - Bart De Wever"	6	""	2	"Conner Rousseau"	2	2	2	1	4	3	3	2	1	9	7	5	7	7	2	3	1	3	3	3	5	4	4	2	3	3	2	2	4	4	2	2	3	2	2	2	4	1	2	1	3	4	5	2	10	9	8	8	8	8	8	8	8	6	4	7	6	4	6	4	1.0927951	1.0249679
4-Apr-2021 06:26:50	515	1	43	9290	3	1	""	4	1	6	7	5	3	2	3	7	0	6	5	5	3	""	2	4	3	3	"covid"	"Gezondheidszorg - Corona"	""	""	6	14	6	6	6	5	8	4	4	5	8	3	1	7	4	1	1	10	6	6	0	7	6	4	4	9	8	0	0	5	6	12.94	7	6.728	2	3.711	3	4.732	3	4.395	1	4.547	6	3.098	2	3.14	3	3.417	2	3	3	3	3	3	3	3	2	2	3	3	3	3	2	3	2	3	3	3	2	3	2	3	2	3	3	2	3	3	1	"de wever"	"N-VA - Bart De Wever"	3	""	1	"de wever"	2	3	2	2	2	2	3	3	2	7	8	10	7	7	1	2	1	2	1	1	1	3	3	1	1	3	3	3	3	3	2	3	2	4	3	3	4	3	4	3	3	4	4	2	9	5	1	2	6	0	5	4	4	3	1	7	6	0	1	10	1.2081366	.98577362
